tyc,name,bayer,flamsteed,constellation
TYC 6592-2420-1,,θ,,Pyx
TYC 6593-1532-1,,,,Pyx
TYC 6600-2227-1,,λ,,Pyx
TYC 6602-2080-1,,I,,Hya
TYC 6602-2081-1,,,,
TYC 6603-800-1,,,,Hya
TYC 6610-2315-1,,θ,,Ant
TYC 6612-771-1,,,,Ant
TYC 6613-1557-1,,,,Ant
TYC 6620-1355-1,,,44,Hya
TYC 6629-63-1,,,,Ant
TYC 6630-1759-1,,,,Ant
TYC 6631-431-1,,,,
TYC 6644-1330-1,,χ2,,Hya
TYC 6644-1331-1,,χ1,,Hya
TYC 6649-1274-1,Al Sharasif,β,11,Crt
TYC 6656-883-1,,,,Crt
TYC 6656-1010-1,,,,
TYC 6663-1169-1,,,17,Crt
TYC 6664-645-1,,,,
TYC 6668-992-1,Minkar,ε,2,Crv
TYC 6668-993-1,,,3,Crv
TYC 6672-995-1,Alchiba,α,1,Crv
TYC 6673-912-1,,,,Hya
TYC 6674-576-1,,,,
TYC 6683-1116-1,Kraz,β,9,Crv
TYC 6685-1134-1,,,6,Crv
TYC 6699-1369-1,,ψ,45,Hya
TYC 6700-1436-1,,γ,46,Hya
TYC 6705-762-1,,,,Hya
TYC 6705-1317-1,,,,Hya
TYC 6713-24-1,,,,Hya
TYC 6720-1406-1,,,,
TYC 6733-1509-1,,,47,Hya
TYC 6733-1510-1,,,48,Hya
TYC 6735-1289-1,,,,
TYC 6738-710-1,,,50,Hya
TYC 6738-1381-1,,π,49,Hya
TYC 6740-785-1,,k,51,Hya
TYC 6744-1753-1,,l,52,Hya
TYC 6750-1742-1,,,4,Lib
TYC 6750-1743-1,,m,54,Hya
TYC 6750-1746-1,,,55,Hya
TYC 6751-1895-1,,,56,Hya
TYC 6751-1896-1,,,12,Lib
TYC 6752-1455-1,Brachium,σ,20,Lib
TYC 6755-2084-1,,,57,Hya
TYC 6755-2085-1,,E,58,Hya
TYC 6756-461-1,,,59,Hya
TYC 6756-1030-1,,,60,Hya
TYC 6764-300-1,,,,Lib
TYC 6766-877-1,,,23,Lib
TYC 6772-1895-1,,,36,Lib
TYC 6776-1590-1,,υ,39,Lib
TYC 6777-1627-1,,,42,Lib
TYC 6778-1980-1,,,,Sco
TYC 6779-2194-1,Dschubba,δ,7,Sco
TYC 6779-2196-1,,,,Sco
TYC 6780-1607-1,,,,Sco
TYC 6782-2147-1,,A,2,Sco
TYC 6782-2148-1,,b,1,Sco
TYC 6783-2695-1,,,,Sco
TYC 6783-2696-1,,,3,Sco
TYC 6783-2697-1,Fang,π,6,Sco
TYC 6787-2513-1,,,4,Sco
TYC 6788-1728-1,,,,Sco
TYC 6789-1800-1,,τ,40,Lib
TYC 6791-2509-1,Iklil,ρ,5,Sco
TYC 6794-549-1,,ρ,5,Oph
TYC 6794-552-1,,ο,19,Sco
TYC 6797-687-1,,,,Sco
TYC 6798-540-1,Alniyat,σ,20,Sco
TYC 6799-932-1,,i,22,Sco
TYC 6801-1004-1,,c2,13,Sco
TYC 6803-2158-1,Antares,α,21,Sco
TYC 6805-1907-1,,c1,12,Sco
TYC 6805-1909-1,,d,,Sco
TYC 6807-1012-1,Paikauhale,τ,23,Sco
TYC 6810-610-1,,,24,Oph
TYC 6812-592-1,,ο,39,Oph
TYC 6812-617-1,,,,
TYC 6812-770-1,,ο,39,Oph
TYC 6813-789-1,,,25,Sco
TYC 6814-1333-1,,,26,Oph
TYC 6820-293-1,,,,Oph
TYC 6820-326-1,Guniibuu,A,36,Oph
TYC 6823-1187-1,,,,
TYC 6825-462-1,,b,44,Oph
TYC 6826-368-1,,c,51,Oph
TYC 6829-577-1,Garafsa,θ,42,Oph
TYC 6836-118-1,,,3,Sgr
TYC 6836-163-1,,,,Sgr
TYC 6837-698-1,,,43,Oph
TYC 6838-1112-1,,d,45,Oph
TYC 6841-1403-1,,,4,Sgr
TYC 6842-1702-1,,,9,Sgr
TYC 6842-1740-1,,,7,Sgr
TYC 6843-1347-1,,,11,Sgr
TYC 6845-692-1,,,63,Oph
TYC 6847-3001-1,,,,Sgr
TYC 6848-4472-1,,,,Sgr
TYC 6854-4373-1,Nash,,,Sgr
TYC 6855-3412-1,,,,Sgr
TYC 6856-2170-1,Kaus Media,δ,19,Sgr
TYC 6858-1412-1,,,24,Sgr
TYC 6858-1512-1,,,25,Sgr
TYC 6858-2986-1,,,26,Sgr
TYC 6860-304-1,,ν2,35,Sgr
TYC 6860-863-1,Ainalrami,ν1,32,Sgr
TYC 6861-2842-1,,,,Sgr
TYC 6861-3180-1,Kaus Borealis,λ,22,Sgr
TYC 6867-2428-1,Namalsadirah,φ,27,Sgr
TYC 6868-1829-1,Nunki,σ,34,Sgr
TYC 6871-649-1,,,,Sgr
TYC 6875-192-1,Belel,,,
TYC 6875-3273-1,Gumala,,,
TYC 6876-2873-1,,χ3,49,Sgr
TYC 6879-2498-1,Al Kiladah,ψ,42,Sgr
TYC 6880-2342-1,,χ1,47,Sgr
TYC 6881-1777-1,,τ,40,Sgr
TYC 6884-2463-1,,,,
TYC 6885-2837-1,Ascella,ζ,38,Sgr
TYC 6889-2260-1,,,53,Sgr
TYC 6891-1773-1,,,,Sgr
TYC 6893-2131-1,,h1,51,Sgr
TYC 6893-2132-1,,h2,52,Sgr
TYC 6896-2102-1,Terebellum,A,60,Sgr
TYC 6899-2595-1,Terebellum,ω,58,Sgr
TYC 6899-2596-1,Terebellum,b1,59,Sgr
TYC 6900-2236-1,Terebellum,c,62,Sgr
TYC 6901-2205-1,,,,Sgr
TYC 6914-1943-1,,,,
TYC 6921-1792-1,,,,
TYC 6925-1576-1,Wei,ψ,16,Cap
TYC 6928-335-1,,A,24,Cap
TYC 6930-987-1,,ω,18,Cap
TYC 6931-1018-1,,,,
TYC 6933-1066-1,,,,
TYC 6940-1032-1,,,41,Cap
TYC 6943-1015-1,,,8,PsA
TYC 6945-328-1,,,3,PsA
TYC 6945-785-1,,,,
TYC 6948-961-1,,,,
TYC 6957-1565-1,,,,PsA
TYC 6960-22-1,,,13,PsA
TYC 6960-1866-1,,η,12,PsA
TYC 6961-1626-1,,λ,16,PsA
TYC 6962-1577-1,,,49,Aqr
TYC 6966-1508-1,,ζ,,PsA
TYC 6966-1509-1,,ε,18,PsA
TYC 6970-272-1,,,21,PsA
TYC 6970-820-1,,,19,PsA
TYC 6972-1268-1,,c1,86,Aqr
TYC 6977-1266-1,,,,PsA
TYC 6977-1267-1,Fomalhaut,α,24,PsA
TYC 6983-1311-1,,,,Scl
TYC 6988-1180-1,,,,Scl
TYC 6988-1337-1,,δ,,Scl
TYC 6990-1102-1,,,,Scl
TYC 6994-1104-1,,η,,Scl
TYC 6995-1262-1,,θ,,Scl
TYC 6999-2321-1,,σ,,Scl
TYC 7000-789-1,,,,Scl
TYC 7001-2350-1,,,,Scl
TYC 7003-2207-1,,π,,Scl
TYC 7004-2400-1,,,,Scl
TYC 7006-2299-1,,π,,For
TYC 7007-2243-1,,μ,,For
TYC 7011-475-1,,ι1,,For
TYC 7011-603-1,,ι2,,For
TYC 7012-1019-1,,β,,For
TYC 7013-220-1,,λ1,,For
TYC 7013-1037-1,,φ,,For
TYC 7014-630-1,,λ2,,For
TYC 7017-1001-1,,η1,,For
TYC 7018-347-1,,η3,,For
TYC 7018-364-1,,η2,,For
TYC 7026-633-1,,,,For
TYC 7027-814-1,,χ2,,For
TYC 7027-1211-1,,χ3,,For
TYC 7027-1218-1,,χ1,,For
TYC 7028-1394-1,,ρ,,For
TYC 7028-1395-1,,δ,,For
TYC 7032-1403-1,,i,,Eri
TYC 7034-1311-1,,h,,Eri
TYC 7035-1374-1,,g,,Eri
TYC 7038-1509-1,Theemin,υ2,52,Eri
TYC 7039-997-1,,ζ,,Cae
TYC 7040-1534-1,Beemim,υ4,41,Eri
TYC 7041-1605-1,Beemim,undefined3,43,Eri
TYC 7045-130-1,,β,,Cae
TYC 7051-2303-1,,,,Col
TYC 7051-2305-1,,ο,,Col
TYC 7053-2046-1,,γ,,Cae
TYC 7053-2047-1,,γ,,Cae
TYC 7058-1542-1,,σ,,Col
TYC 7061-1518-1,,,,Col
TYC 7061-1617-1,,μ,,Col
TYC 7063-1179-1,,ε,,Col
TYC 7064-1357-1,Phact,α,,Col
TYC 7065-1558-1,,,,Col
TYC 7066-2023-1,,λ,,Col
TYC 7066-2024-1,,γ,,Col
TYC 7069-1482-1,Wazn,β,,Col
TYC 7070-1723-1,,ξ,,Col
TYC 7073-2426-1,Furud,ζ,1,CMa
TYC 7075-2143-1,,,72,Col
TYC 7077-2060-1,,δ,,Col
TYC 7078-912-1,,,,CMa
TYC 7078-1964-1,,,,CMa
TYC 7078-2130-1,,λ,,CMa
TYC 7080-2123-1,,κ,,Col
TYC 7083-1772-1,Elkurud,θ,,Col
TYC 7086-261-1,,,,Col
TYC 7087-1384-1,,,10,CMa
TYC 7088-486-1,,,,
TYC 7088-2594-1,,,,CMa
TYC 7088-2598-1,,,,CMa
TYC 7090-1305-1,,,,CMa
TYC 7092-2576-1,,κ,13,CMa
TYC 7097-2515-1,,t,,Pup
TYC 7097-2518-1,,,,
TYC 7097-2519-1,,,,Pup
TYC 7103-2656-1,,,,CMa
TYC 7106-3582-1,,,,Pup
TYC 7108-4764-1,,,,CMa
TYC 7113-3280-1,,f,,Pup
TYC 7114-2950-1,,,171,Pup
TYC 7115-3014-1,,,,Pup
TYC 7115-3016-1,,v1,,Pup
TYC 7115-3017-1,,v2,,Pup
TYC 7115-3019-1,,π,,Pup
TYC 7116-391-1,,,,Pup
TYC 7117-281-1,,,,
TYC 7117-2381-1,,,,Pup
TYC 7117-2765-1,,z,,Pup
TYC 7117-2766-1,,e,,Pup
TYC 7119-1864-1,,,,Pup
TYC 7120-2422-1,,χ,,Pup
TYC 7124-3767-1,,,,Pup
TYC 7126-3938-1,,w,,Pup
TYC 7127-2092-2,,,212,Pup
TYC 7127-2094-1,,,,Pup
TYC 7129-4635-1,,,,Pup
TYC 7132-497-1,,,,
TYC 7133-4552-1,,,,Pup
TYC 7133-4586-1,,,,Pup
TYC 7133-4588-1,,r,,Pup
TYC 7134-2967-1,,q,,Pup
TYC 7135-2774-1,,,,
TYC 7141-2725-1,,α,,Pyx
TYC 7143-459-1,,,,Pyx
TYC 7143-1288-1,,,,Pyx
TYC 7144-3639-1,,β,,Pyx
TYC 7145-2569-1,,,,Pyx
TYC 7147-1105-1,,,,Pyx
TYC 7152-953-1,,ε,,Pyx
TYC 7154-1728-1,,ζ2,,Ant
TYC 7158-2543-1,,ζ1,,Ant
TYC 7164-4049-1,Markeb,k,,Vel
TYC 7166-3038-1,,ε,,Ant
TYC 7178-237-1,,,,Ant
TYC 7181-1572-1,,η,,Ant
TYC 7182-1231-1,,,,
TYC 7184-2064-1,,δ,,Ant
TYC 7184-2065-1,,α,,Ant
TYC 7187-126-1,,,,
TYC 7201-619-1,,,,
TYC 7211-2295-1,,ι,,Ant
TYC 7216-1261-1,,ξ,,Hya
TYC 7217-698-1,,,,
TYC 7220-866-1,,,,
TYC 7222-1221-1,,,,Hya
TYC 7224-1785-1,,ο,,Hya
TYC 7226-1650-1,,β,,Hya
TYC 7239-971-1,,,,
TYC 7241-1794-1,,x2,,Cen
TYC 7241-1795-1,,x1,,Cen
TYC 7248-492-1,,,,Cen
TYC 7256-1650-1,,p,,Cen
TYC 7263-2070-1,,r,,Cen
TYC 7270-2311-1,,,,Cen
TYC 7270-2399-1,,i,1,Cen
TYC 7274-1680-1,,,,
TYC 7275-2074-1,,ι,,Cen
TYC 7278-2043-1,,z,,Cen
TYC 7283-2099-1,,h,4,Cen
TYC 7283-2100-1,,k,3,Cen
TYC 7287-1891-1,,g,2,Cen
TYC 7291-1838-1,,,,
TYC 7291-1975-1,,y,,Cen
TYC 7293-2215-1,Menkent,θ,5,Cen
TYC 7305-2442-1,,c1,,Cen
TYC 7305-2443-1,,c2,,Cen
TYC 7309-2715-1,,,,Cen
TYC 7311-1617-1,,,,Lup
TYC 7312-1421-1,,f,2,Lup
TYC 7312-1422-1,,i,1,Lup
TYC 7325-1691-1,,φ1,,Lup
TYC 7325-1692-1,,φ2,,Lup
TYC 7326-1138-1,,,,Lup
TYC 7332-2512-1,,χ,5,Lup
TYC 7335-935-1,,ψ1,3,Lup
TYC 7335-936-1,,ψ2,4,Lup
TYC 7337-1460-1,,ξ2,,Lup
TYC 7337-1461-1,,ξ1,,Lup
TYC 7339-1215-1,,h,,Lup
TYC 7342-1315-1,,θ,,Lup
TYC 7353-3152-1,,N,,Sco
TYC 7353-3153-1,,H,,Sco
TYC 7359-722-1,,,,Sco
TYC 7364-1514-1,,,27,Sco
TYC 7366-475-1,,,,Sco
TYC 7366-1088-1,,,,Sco
TYC 7367-804-1,Larawag,ε,26,Sco
TYC 7368-1546-1,,k,,Sco
TYC 7369-106-1,,,,Sco
TYC 7370-850-1,,,,
TYC 7375-437-1,,,,Sco
TYC 7380-218-1,,,,Sco
TYC 7380-655-1,,,,Sco
TYC 7380-725-1,,,,Sco
TYC 7380-1077-3,,,,Sco
TYC 7381-155-1,,,,Sco
TYC 7382-1329-1,,,,Sco
TYC 7383-343-1,,,,Sco
TYC 7386-7-1,,,,Sco
TYC 7386-484-1,,,,Sco
TYC 7386-562-1,,,,Sco
TYC 7386-635-1,,,,Sco
TYC 7387-1249-1,Lesath,υ,34,Sco
TYC 7388-1093-1,Shaula,λ,35,Sco
TYC 7389-2159-1,Fuyue,G,,Sco
TYC 7390-1395-1,,,,Sgr
TYC 7391-2710-1,Alnasl,γ2,10,Sgr
TYC 7393-1807-1,,,18,Sgr
TYC 7400-1084-1,,,,Sgr
TYC 7401-3471-1,Kaus Australis,ε,20,Sgr
TYC 7403-6261-1,,,,
TYC 7404-7057-1,Hamalwarid,η,,Sgr
TYC 7405-3486-1,,,,Sgr
TYC 7408-1059-1,,,,Sgr
TYC 7421-2296-1,,ε,,CrA
TYC 7421-2297-1,,,,CrA
TYC 7422-1737-1,,γ,,CrA
TYC 7425-2425-1,,,,Sgr
TYC 7427-2655-1,,,,Sgr
TYC 7428-2738-1,Sika,,,
TYC 7428-2745-1,,,,Sgr
TYC 7432-2718-1,,,,
TYC 7444-1240-1,,,,
TYC 7448-1356-1,,θ2,,Sgr
TYC 7448-1357-1,,θ1,,Sgr
TYC 7453-1391-1,,,,
TYC 7454-705-1,,,,Sgr
TYC 7455-1420-1,,,,
TYC 7462-1491-1,,β,,Mic
TYC 7465-1445-1,,α,,Mic
TYC 7471-848-1,,δ,,Mic
TYC 7474-1176-1,,,5,PsA
TYC 7475-1108-1,,,2,PsA
TYC 7475-1129-1,,γ,,Mic
TYC 7476-923-1,,ε,,Mic
TYC 7482-979-1,,,6,PsA
TYC 7487-1984-1,,θ,10,PsA
TYC 7490-1839-1,,ι,9,PsA
TYC 7490-1840-1,,,7,PsA
TYC 7492-927-1,,,,PsA
TYC 7492-1465-1,,τ,15,PsA
TYC 7492-1466-1,,μ,14,PsA
TYC 7492-1468-1,,υ,,PsA
TYC 7494-1748-1,Aldhanab,γ,,Gru
TYC 7497-1511-1,Fum al Hui,β,17,PsA
TYC 7501-1093-1,,,,PsA
TYC 7505-100-1,,,,PsA
TYC 7508-1312-1,,δ,23,PsA
TYC 7508-1313-1,,γ,22,PsA
TYC 7509-1264-1,,π,,PsA
TYC 7510-1089-1,,γ,,Scl
TYC 7515-1148-1,,μ,,Scl
TYC 7516-1189-1,,,,Scl
TYC 7527-1031-1,Ankaa,α,,Phe
TYC 7528-954-1,,,,Phe
TYC 7530-978-1,,κ,,Phe
TYC 7532-1040-1,,λ2,,Scl
TYC 7532-1096-1,,λ1,,Scl
TYC 7533-569-1,,ξ,,Scl
TYC 7533-1111-1,Nenque,,,
TYC 7534-1069-1,,,,Scl
TYC 7537-994-1,,υ,,Phe
TYC 7538-711-1,,,,Phe
TYC 7546-1195-1,,φ,,Phe
TYC 7547-1134-1,,γ,,Phe
TYC 7548-908-1,,,,Phe
TYC 7556-1058-1,,χ,,Phe
TYC 7558-987-1,,s,,Eri
TYC 7559-1160-1,,ι,,Eri
TYC 7560-11-1,,ψ,,For
TYC 7563-1016-1,Acamar,θ1,,Eri
TYC 7567-1183-1,,e,82,Eri
TYC 7569-1608-1,,,,
TYC 7570-1585-1,,f,,Eri
TYC 7571-425-1,,,,
TYC 7572-1748-1,,y,,Eri
TYC 7580-1257-1,,δ,,Hor
TYC 7581-1600-1,,α,,Hor
TYC 7582-1654-1,,,,Cae
TYC 7585-1480-1,,δ,,Cae
TYC 7589-1356-1,,λ,,Cae
TYC 7589-1692-1,,ν,,Cae
TYC 7589-1693-1,,α,,Cae
TYC 7594-1441-1,,,,Pic
TYC 7599-1317-1,,,,Col
TYC 7606-989-1,,η,,Col
TYC 7607-324-1,,,,Pic
TYC 7616-137-1,,,,Col
TYC 7619-9-1,,π2,,Col
TYC 7619-17-1,,π1,,Col
TYC 7619-1615-1,,,,Col
TYC 7626-2203-1,,ν,,Pup
TYC 7627-2518-1,,,,Pup
TYC 7627-2519-1,,x,,Pup
TYC 7630-2343-1,,F,,Pup
TYC 7633-2698-1,,D,,Pup
TYC 7633-2708-1,,A,,Pup
TYC 7634-1222-1,,E,,Pup
TYC 7636-1316-1,,,,Pup
TYC 7637-2648-1,,C,,Pup
TYC 7641-1530-1,,,,
TYC 7641-2180-1,,,,
TYC 7642-1461-1,,L2,,Pup
TYC 7642-1846-1,,M,,Pup
TYC 7643-2149-1,,y,,Pup
TYC 7644-2274-1,,d2,,Pup
TYC 7644-2699-1,,d3,,Pup
TYC 7644-2700-1,,d1,,Pup
TYC 7644-2701-1,,d4,,Pup
TYC 7645-3244-1,,,,Pup
TYC 7645-3246-1,,c,,Pup
TYC 7645-3250-1,,,,Pup
TYC 7646-3591-1,,b,,Pup
TYC 7648-1455-1,,,,Pup
TYC 7649-108-1,,,,Pup
TYC 7649-1034-1,,,,Pup
TYC 7650-3052-1,,a,,Pup
TYC 7654-1382-1,,,,Pup
TYC 7655-2687-1,,σ,,Pup
TYC 7656-958-1,,,,Pup
TYC 7658-4643-1,,N,,Pup
TYC 7659-3586-1,,,,Pup
TYC 7661-3766-1,,,,Pup
TYC 7661-4332-1,,,,Pup
TYC 7663-4093-1,Naos,ζ,,Pup
TYC 7664-2481-1,,h1,,Pup
TYC 7664-2482-1,,h2,,Pup
TYC 7666-718-1,,,,
TYC 7666-2426-1,,,,Vel
TYC 7667-5593-1,,,,Pup
TYC 7669-3731-1,,,,Pup
TYC 7670-866-1,,e,,Vel
TYC 7671-3211-1,,,,Pup
TYC 7672-1900-1,,,,Vel
TYC 7675-2590-1,,,,Vel
TYC 7675-3469-1,,,,
TYC 7678-4340-1,,k1,,Vel
TYC 7678-4341-1,,l,,Vel
TYC 7679-1755-1,,h,,Vel
TYC 7679-2117-1,,,,Vel
TYC 7681-2303-1,,,,Vel
TYC 7683-2233-1,,d,,Vel
TYC 7685-2720-1,,w,,Vel
TYC 7685-2721-1,,,,Vel
TYC 7689-948-1,,,,Vel
TYC 7689-1211-1,,,,Vel
TYC 7689-2617-1,Suhail,λ,,Vel
TYC 7690-536-1,,,,Vel
TYC 7690-2852-1,,,,Vel
TYC 7690-2858-1,,z,,Vel
TYC 7696-2620-1,,ψ,,Vel
TYC 7702-1098-1,,,,Vel
TYC 7703-1238-1,,,,Vel
TYC 7704-2608-1,,y,,Vel
TYC 7716-3704-1,,q,,Vel
TYC 7717-3167-1,,r,,Vel
TYC 7729-173-1,,,,Vel
TYC 7732-2325-1,,,,Vel
TYC 7733-2499-1,,i,,Vel
TYC 7733-2500-1,,,,Cen
TYC 7740-385-1,,,,Cen
TYC 7742-1391-1,,,,
TYC 7745-1381-1,,,,
TYC 7755-116-1,,,89,Cen
TYC 7757-2015-1,,u,,Cen
TYC 7759-1305-1,,,,Cen
TYC 7762-1975-1,,l,,Cen
TYC 7763-1047-1,,,,
TYC 7765-2549-1,,,,Cen
TYC 7766-223-1,,,,Cen
TYC 7767-2075-1,,,,Cen
TYC 7774-1925-1,,,,
TYC 7776-1664-1,,n,,Cen
TYC 7777-237-1,,,,Cen
TYC 7784-2636-1,,,,
TYC 7792-2113-1,,,,Cen
TYC 7792-2393-1,,d,,Cen
TYC 7797-2743-1,,μ,,Cen
TYC 7797-2744-1,,ν,,Cen
TYC 7798-1680-1,,,,Cen
TYC 7798-2848-1,,φ,,Cen
TYC 7802-2736-1,,υ1,,Cen
TYC 7805-2696-1,,ψ,,Cen
TYC 7807-2674-1,,χ,,Cen
TYC 7809-2783-1,Bidelman's Helium Variable Star,a,,Cen
TYC 7811-3203-1,,,,Cen
TYC 7814-3706-1,,η,,Cen
TYC 7819-2819-1,,b,,Cen
TYC 7820-3238-1,,,,Cen
TYC 7825-2662-1,,,,Lup
TYC 7826-3079-1,,,,Lup
TYC 7828-3520-1,Ke Kwan,κ,,Cen
TYC 7832-2490-1,KeKouan,β,,Lup
TYC 7832-2492-1,,ο,,Lup
TYC 7834-3136-1,,e,,Lup
TYC 7835-2634-1,,k,,Lup
TYC 7837-930-1,,,,
TYC 7839-2802-1,,υ,,Lup
TYC 7839-2803-1,,δ,,Lup
TYC 7840-1432-1,,γ,,Lup
TYC 7844-198-1,,ω,,Lup
TYC 7847-2505-1,,ε,,Lup
TYC 7848-2378-1,,d,,Lup
TYC 7849-3219-1,,g,,Lup
TYC 7851-1814-1,,η,,Lup
TYC 7851-1816-1,,,,Lup
TYC 7851-1817-1,,,,Sco
TYC 7851-1818-1,,,,Sco
TYC 7853-621-1,,,,
TYC 7854-1164-1,,,,Sco
TYC 7860-1591-1,,λ,,Nor
TYC 7862-1036-1,,,,Sco
TYC 7862-1617-1,,,,Sco
TYC 7866-224-1,,,,Sco
TYC 7866-3007-1,,μ,,Nor
TYC 7868-1463-1,,,,Sco
TYC 7868-1820-1,Pipirima,μ2,,Sco
TYC 7868-1821-1,Xamidimura,μ1,,Sco
TYC 7869-920-1,,,,Sco
TYC 7869-2226-1,,,,Sco
TYC 7870-506-1,,,,Sco
TYC 7872-1994-1,,,,Sco
TYC 7872-2284-1,,,,Sco
TYC 7872-2307-1,,,,Sco
TYC 7874-1217-1,,,,Sco
TYC 7876-309-1,,,,Sco
TYC 7876-2204-1,,,,Sco
TYC 7876-2659-1,,,,Sco
TYC 7876-2743-1,,ζ1,,Sco
TYC 7876-2871-1,Grafias,ζ2,,Sco
TYC 7878-1149-1,,,,Sco
TYC 7881-474-1,Rapeto,,,
TYC 7882-569-1,,η,,Sco
TYC 7883-316-1,,,,Sco
TYC 7884-2780-1,,,,
TYC 7884-2876-1,,Q,,Sco
TYC 7885-2065-1,Mula,κ,,Sco
TYC 7889-2669-1,Girtab,ι1,,Sco
TYC 7890-2436-1,Vanant,ι2,,Sco
TYC 7892-7679-1,Sargas,θ,,Sco
TYC 7894-2942-1,,,,Sco
TYC 7901-567-1,,,,CrA
TYC 7902-891-1,,κ2,,CrA
TYC 7902-1905-1,,κ1,,CrA
TYC 7908-4299-1,,,,CrA
TYC 7910-1570-1,,θ,,CrA
TYC 7914-914-1,,,,CrA
TYC 7915-1673-1,,λ,,CrA
TYC 7917-565-1,,,,
TYC 7917-638-1,,,,CrA
TYC 7917-2653-1,Meridiana,α,,CrA
TYC 7918-1524-1,,β,,CrA
TYC 7919-1424-1,,μ,,CrA
TYC 7921-2856-1,,δ,,CrA
TYC 7925-2795-1,,ζ,,CrA
TYC 7927-522-1,,η1,,CrA
TYC 7927-1950-1,,η2,,CrA
TYC 7935-2139-1,Rukbat,α,,Sgr
TYC 7936-116-1,,,,Sgr
TYC 7936-2270-1,,,,Sgr
TYC 7938-3655-1,,,,Sgr
TYC 7942-3241-1,,ι,,Sgr
TYC 7943-2105-1,Arkab Prior,β1,,Sgr
TYC 7943-2106-1,Arkab Posterior,β2,,Sgr
TYC 7947-1847-1,,,,Sgr
TYC 7957-549-1,,κ1,,Sgr
TYC 7957-1410-1,,κ2,,Sgr
TYC 7962-1389-1,,ν,,Mic
TYC 7965-765-1,,ζ,,Mic
TYC 7966-1201-1,,,,
TYC 7970-450-1,,,,
TYC 7971-141-1,,,,Mic
TYC 7973-1199-1,,η,,Mic
TYC 7975-1347-1,,ι,,Mic
TYC 7976-1340-1,,,,
TYC 7978-1128-1,,,,
TYC 7982-636-1,Itonda,,,
TYC 7983-1197-1,,θ2,,Mic
TYC 7983-1200-1,,θ1,,Mic
TYC 7984-883-1,,ξ,,Gru
TYC 7995-1343-1,,λ,,Gru
TYC 7997-828-1,,ν,,Gru
TYC 7999-1569-1,,μ1,,Gru
TYC 7999-1572-1,,μ2,,Gru
TYC 7999-1575-1,,,,
TYC 8000-1535-1,,σ1,,Gru
TYC 8000-1536-1,,σ2,,Gru
TYC 8003-1372-1,,δ1,,Gru
TYC 8003-1373-1,,δ2,,Gru
TYC 8006-1465-1,,υ,,Gru
TYC 8007-205-1,,ρ,,Gru
TYC 8009-1445-1,,φ,,Gru
TYC 8012-1248-1,,θ,,Gru
TYC 8013-1357-1,,β,,Scl
TYC 8020-969-1,,ι,,Phe
TYC 8022-1240-1,,ε,,Phe
TYC 8024-1169-1,,μ,,Phe
TYC 8025-341-1,,,,
TYC 8025-1056-1,,τ,,Phe
TYC 8027-929-1,,,,
TYC 8027-1302-1,,λ2,,Phe
TYC 8027-1305-1,,λ1,,Phe
TYC 8030-1170-1,,,,
TYC 8032-1228-1,,β,,Phe
TYC 8033-1216-1,,,,Phe
TYC 8033-1232-1,,ν,,Phe
TYC 8034-1159-1,,,,
TYC 8037-1153-1,,ρ,,Phe
TYC 8041-1199-1,,ψ,,Phe
TYC 8043-1179-1,,δ,,Phe
TYC 8047-1138-1,,,,
TYC 8047-1239-1,,,120,Phe
TYC 8047-1320-1,,,,Phe
TYC 8047-1321-1,,χ,,Eri
TYC 8048-1022-1,,,,
TYC 8052-1380-1,,κ,,Eri
TYC 8055-1270-1,,φ,,Eri
TYC 8056-1164-1,,ι,,Hor
TYC 8059-913-1,,,,
TYC 8060-2188-1,,,,Hor
TYC 8074-1532-1,,,,Dor
TYC 8075-1796-1,,γ,,Dor
TYC 8081-1231-1,,η2,,Pic
TYC 8081-1280-1,,η1,,Pic
TYC 8082-1842-1,,λ,,Pic
TYC 8090-1487-1,,,,Pic
TYC 8093-1067-1,,ζ,,Pic
TYC 8097-1027-1,,θ,,Pic
TYC 8099-1392-1,,β,,Pic
TYC 8101-309-1,,,,
TYC 8105-1651-1,,,,Pup
TYC 8107-2019-1,,G,,Pup
TYC 8117-1539-1,,,,
TYC 8119-171-1,,,,Pup
TYC 8119-1757-1,,L1,,Pup
TYC 8119-2547-1,,I,,Pup
TYC 8123-1534-1,,,,
TYC 8125-2314-1,,τ,,Pup
TYC 8126-2550-1,,H,,Pup
TYC 8127-1731-1,,,,
TYC 8130-2235-1,,,23,Car
TYC 8132-40-1,,,,
TYC 8134-726-1,,,,Pup
TYC 8134-800-1,,,,
TYC 8134-3515-1,,P,,Pup
TYC 8135-2600-1,,,,Pup
TYC 8135-3065-1,,O,,Pup
TYC 8136-1166-1,,,,Vel
TYC 8137-2965-1,,y3,,Pup
TYC 8138-3767-1,,Q,,Pup
TYC 8139-1960-1,,,,Pup
TYC 8139-4578-1,,J,,Pup
TYC 8140-5303-1,,,,Vel
TYC 8140-6531-1,,,,Vel
TYC 8140-6533-1,Regor,γ2,,Vel
TYC 8140-6536-1,,,,Vel
TYC 8140-6540-1,,,,Vel
TYC 8141-2663-1,,y2,,Pup
TYC 8143-3237-1,,,,Pup
TYC 8143-3239-1,,,,Pup
TYC 8144-2405-1,,,16,Vel
TYC 8146-573-1,,,,Car
TYC 8151-179-1,,,,Vel
TYC 8151-3667-1,,,,Vel
TYC 8151-5000-1,,b,,Vel
